age	male	baseusage	aware0	harmvision0	gansu	RE2	va18	zmath	pedu12	hhwealth	bboarding	pamigrant	schid	studentid	newcome	attrition	givegl	wear2	use2	ezmath	major	interaction	edu	con	vou	fre	SE2	seatchange	emtea_14	reexamination	blackboard
12	1	0	1	0	0	1	0	0.8836532	0	3	0	0	103101	"1031015129"	0	0	1	1	1	0.5145605	3	6	1	0	0	1	-2.25	2	4	1	1
10	0	0	0	1	0	2	0	0.8836532	0	3	0	0	103101	"1031015132"	0	0	1	0	1	0.14546786	3	6	1	0	0	1	-1.25	2	4	1	1
11	0	1	1	1	0	1	1	-0.7772638	0	3	0	0	103101	"1031015133"	0	0	1	1	1	-0.9618102	3	6	1	0	0	1	-3.5	3	4	1	1
12	1	1	1	1	0	1	1	-0.59271747	0	2	0	0	103101	"1031015134"	0	0	1	1	1	-2.0690882	3	6	1	0	0	1	-3.5	2	4	1	1
11	1	1	1	0	0	1	1	0.6991069	0	3	0	0	103101	"1031015136"	0	0	1	1	1	1.2527459	3	6	1	0	0	1	-5.0	2	4	1	1
10	1	1	1	1	0	1	1	0.8836532	0	3	0	0	103101	"1031015141"	0	0	1	1	1	0.5145605	3	6	1	0	0	1	-3.0	2	4	1	1
10	0	1	0	0	0	2	0	1.4372922	0	3	0	0	103101	"1031015143"	0	0	1	1	1	0.5145605	3	6	1	0	0	1	-1.5	2	4	1	1
10	1	0	0	0	0	2	0	1.6218386	1	3	0	0	103101	"1031015144"	0	0	1	1	1	1.2527459	3	6	1	0	0	1	-1.25	2	4	1	1
10	0	0	0	1	0	2	1	0.6991069	0	3	0	0	103101	"1031015146"	0	0	1	1	0	-0.9618102	3	6	1	0	0	1	-1.25	2	4	1	1
12	1	0	1	1	0	2	1	0.40349388	0	3	1	0	103102	"1031024103"	0	0	1	0	1	1.4833527	3	5	0	0	0	1	-0.75	2	3	1	2
12	0	0	1	1	0	2	1	0.40349388	0	1	1	0	103102	"1031024108"	0	0	1	1	1	1.8433056	3	5	0	0	0	1	-2.0	2	3	1	2
11	1	0	0	0	0	2	0	-1.036318	0	3	1	0	103102	"1031024113"	0	0	1	1	1	1.3033762	3	5	0	0	0	1	-1.75	1	3	1	2
12	1	0	0	1	0	1	1	0.043540925	0	3	1	0	103102	"1031024118"	0	0	1	1	1	1.1233997	3	5	0	0	0	1	-3.75	2	3	1	2
11	1	1	1	0	0	1	1	-0.4963885	0		1	0	103102	"1031024124"	0	0	1	1	1	0.9434233	3	5	0	0	0	1	-2.5	3	3	1	2
10	1	0	0	0	0	2	1	1.4833527	0	2	1	0	103102	"1031024125"	0	1	1				3	5	0	0	0	1	-1.75			1	
11	1	0	0	0	0	2	1	0.043540925	1	3	1	0	103102	"1031024131"	0	0	1	0	0	0.2235174	3	5	0	0	0	1	-1.0	3	3	1	2
12	1	0	0	0	0	2	0	0.9434233	0	2	1	0	103102	"1031024133"	0	0	1	1	1	1.1233997	3	5	0	0	0	1	-1.75	2	3	1	2
13	1	0	0	1	0	1	1	1.8433056	0	3	1	0	103102	"1031024134"	0	0	1	1	1	1.3033762	3	5	0	0	0	1	-2.5	2	3	1	2
10	1	1	1	0	0	1	1	0.40349388	0	2	1	0	103102	"1031024146"	0	0	1	1	1	1.4833527	3	5	0	0	0	1	-3.25	2	3	1	2
11	1	0	0	1	0	1	0	0.2235174	0	3	1	0	103102	"1031024149"	0	0	1	1	1	0.9434233	3	5	0	0	0	1	-2.5	2	3	1	2
12	1	0	0	1	0	2	0	-0.22362481	0	3	1	0	103102	"1031025104"	0	0	1	0	0	-0.22362481	3	5	0	0	0	1	-1.0	3	4	1	1
10	1	1	1	1	0	1	1	1.8063849	0	3	1	0	103102	"1031025105"	0	0	1	0	1	1.6218386	3	5	0	0	0	1	-5.75	2	4	1	1
11	0	0	1	1	0	1	1	1.2527459	0	3	1	0	103102	"1031025108"	0	0	1	1	1	0.8836532	3	5	0	0	0	1	-2.25	3	4	1	1
10	0	1	1	1	0	1	1	1.6218386	1	3	1	0	103102	"1031025112"	0	0	1	1	1	0.6991069	3	5	0	0	0	1	-3.25	1	4	1	1
11	1	1	1	1	0	2	1	0.5145605	0		1	0	103102	"1031025115"	0	0	1	1	1	0.5145605	3	5	0	0	0	1	-2.0	2	4	1	1
10	1	0	1	0	0	2	0	1.0681995		3	1	0	103102	"1031025116"	0	0	1	0	1	1.6218386	3	5	0	0	0	1	-1.25	3	4	1	1
12	0	0	1	1	0	2	0	0.6991069	0	2	1	0	103102	"1031025117"	0	0	1	0	1	0.8836532	3	5	0	0	0	1	-1.75	2	4	1	1
10	1	0	1	0	0	2	0	1.4372922	0	1	0	0	103102	"1031025118"	0	0	1	0	1	0.8836532	3	5	0	0	0	1	-1.75	1	4	1	1
10	0	1	1	1	0	1	1	1.4372922	0	2	1	0	103102	"1031025124"	0	0	1	1	1	1.4372922	3	5	0	0	0	1	-5.25	3	4	1	1
10	1	0	1	0	0	2	0	1.2527459	0	3	1	0	103102	"1031025125"	0	0	1	0	0	1.2527459	3	5	0	0	0	1	-1.5	2	4	1	1
11	1	1	1	1	0	2	1	0.5145605	0	3	0	0	103102	"1031025130"	0	0	1	0	1	1.6218386	3	5	0	0	0	1	-2.0	1	4	1	1
12	1	1	1	1	0	1	1	-1.1463565	0	2	1	0	103102	"1031025131"	0	0	1	1	1	-0.59271747	3	5	0	0	0	1	-3.0		4	1	1
11	0	1	1	1	0	1	1	-0.40817115	1	1	1	0	103102	"1031025133"	0	0	1	1	1	0.5145605	3	5	0	0	0	1	-4.25	1	4	1	1
11	1	0	1	0	0	2	0	0.5145605	0	3	1	0	103102	"1031025136"	0	0	1	0	0	1.4372922	3	5	0	0	0	1	-1.5	3	4	1	1
10	0	1	1	1	0	1	0	1.4372922	1	1	1	0	103102	"1031025137"	0	0	1	1	1	1.8063849	3	5	0	0	0	1	-4.0	1	4	1	1
10	1	0	0	0	0	2	1	0.8836532	0	2	1	0	103102	"1031025142"	0	0	1	1	1	1.2527459	3	5	0	0	0	1	-1.25	2	4	1	1
10	1	0	0	0	0	1	0	1.4372922	0	1	1	1	103102	"1031025143"	0	0	1	0	0	1.0681995	3	5	0	0	0	1	-3.0	2	4	1	1
10	1	0	0	1	0	2	1	-1.5762473	0	3	0	1	103111	"1031114101"	0	0	1	0	0	-1.036318	1	2	1	1	0	0	-1.5	1	4	1	1
8	0	0	0	0	0	1	1	1.4833527	1	3	0	0	103111	"1031114106"	0	0	1	0	1	0.40349388	1	2	1	1	0	0	-2.375	2	4	1	1
10	1	0	0	1	0	1	1	-0.13643554	0	3	0	0	103111	"1031114107"	0	0	1	0	0	0.2235174	1	2	1	1	0	0	-2.5	1	4	1	1
11	0	0	0	1	0	2	0	0.5145605	0	2	0	0	103111	"1031115103"	0	0	1	0	0	0.5145605	1	2	1	1	0	0	-1.5	2	3	1	2
11	0	0	1	1	0	2	1	0.5145605	0	1	0	0	103111	"1031115110"	0	0	1	1	1	0.6991069	1	2	1	1	0	0	-1.75	1	3	1	2
11	1	0	0	1	0	2	0	0.5145605	0	2	0	0	103111	"1031115114"	0	0	1	0	0	-1.1463565	1	2	1	1	0	0	-1.25	1	3	1	2
11	0	0	1	1	0	2	1	1.2527459	0	1	1	0	103111	"1031115115"	0	0	1	1	1	1.6218386	1	2	1	1	0	0	-1.75	2	3	1	2
11	1	0	0	0	0	2	0	1.6218386	0	1	0	0	103111	"1031115117"	0	0	1	0	0	1.4372922	1	2	1	1	0	0	-1.0	3	3	1	2
11	1	0	0	1	0	2	0	1.8063849	0	2	0	0	103111	"1031115121"	0	0	1	0	0	1.2527459	1	2	1	1	0	0	-1.25	3	3	1	2
11	0	1	1	1	0	2	1	0.8836532	0	2	0	0	103111	"1031115122"	0	0	1	1	1	0.14546786	1	2	1	1	0	0	-1.625	1	3	1	2
10	1	0	0	1	0	2	0	-0.8563414	0	3	0	0	104011	"1040114104"	0	0	1	0	0	-0.8563414	1	2	1	1	0	0	-2.0	3	4	1	1
10	1	0	0	1	0	2	1	-0.8563414	1	3	0	0	104011	"1040114106"	0	0	1	0	0	-0.4963885	1	2	1	1	0	0	-1.5	3	4	1	1
10	1	0	0	0	0	2	0	0.58347034	1	2	0	0	104011	"1040114108"	0	0	1	0	0	0.40349388	1	2	1	1	0	0	-1.0	2	4	1	1
8	0	0	1	0	0	2	0	-1.2162944	1	2	0	0	104011	"1040114111"	0	0	1	0	0	-1.036318	1	2	1	1	0	0	-1.5	2	4	1	1
9	0	0	0	0	0	2	0	-0.31641203	0	1	0	0	104011	"1040114113"	0	0	1	0	1	0.2235174	1	2	1	1	0	0	-0.75	1	4	1	1
10	1	0	0	0	0	2	0	0.2235174	1	1	0	0	104011	"1040114118"	0	0	1	0	1	1.1233997	1	2	1	1	0	0	-1.25	2	4	1	1
10	1	0	0	1	0	2	0	-1.2162944	0	2	0	0	104011	"1040114119"	0	0	1	1	1	-0.8563414	1	2	1	1	0	0	-1.0	1	4	1	1
9	1	0	0	0	0	2	1	-1.036318	0	3	0	0	104011	"1040114130"	0	0	1	0	0	0.2235174	1	2	1	1	0	0	-2.0	1	4	1	1
12	1	0	1	1	0	1	0	-0.039078478	0	3	0	1	104011	"1040115113"	0	0	1	0	0	0.8836532	1	2	1	1	0	0	-2.25	1	4	1	1
11	1	0	0	1	0	2	0	0.14546786	0	1	0	0	104011	"1040115120"	0	0	1	0	0	0.6991069	1	2	1	1	0	0	-1.75	2	4	1	1
10	1	1	1	0	0	1	1	1.4372922	1	2	1	0	104011	"1040115123"	0	0	1	1	1	1.4372922	1	2	1	1	0	0	-3.75	2	4	1	1
10	0	1	1	0	0	1	1	0.6991069	0	1	0	0	104011	"1040115124"	0	0	1	1	1	1.6218386	1	2	1	1	0	0	-3.75	1	4	1	1
9	0	0	0	0	0	2	0	-0.4963885	1	2	1		104021	"1040214120"	0	0	1	0	0	1.3033762	2	4	1	0	1	0	-0.75	1	2	1	3
10	0	0	0	1	0	2	1	-0.4963885	0		0	0	104021	"1040214123"	0	0	1	0	0	0.2235174	2	4	1	0	1	0	-1.25	3	2	1	3
10	1	0	0	1	0	2	0	0.40349388	0	3	0	0	104021	"1040214124"	0	0	1	0	0	-0.31641203	2	4	1	0	1	0	-1.5	2	2	1	3
9	1	1	0	1	0	1	1	0.9434233	0	3	0	0	104021	"1040214126"	0	0	1	1	1	-0.8563414	2	4	1	0	1	0	-4.75	2	2	1	3
11	0	0		0	0	2	0	0.043540925	0	2	1	0	104021	"1040214127"	0	0	1	0	0	1.3033762	2	4	1	0	1	0	-1.75	2	2	1	3
9	1	1	1	1	0	1	1	0.40349388	0	3	0	0	104021	"1040214139"	0	0	1	1	1	0.40349388	2	4	1	0	1	0	-2.25	1	2	1	3
10	0	0	0	1	0	1	1	0.40349388	0	1	0	0	104021	"1040214148"	0	0	1	0	0	-0.8563414	2	4	1	0	1	0	-3.5	2	2	1	3
9	0	0	0	0	0	2	0	2.023282	1	3	1	0	104021	"1040214150"	0	0	1	0	1	1.1233997	2	4	1	0	1	0	-1.0	1	2	1	3
10	0	0	1	1	0	2	0	0.58347034	1	1	0	0	104021	"1040214155"	0	0	1	0	0	1.1233997	2	4	1	0	1	0	-0.75	2	2	1	3
10	0	0	0	1	0	1	0	1.4372922	0	3	0	1	104021	"1040215101"	0	0	1	0	1	-0.22362481	2	4	1	0	1	0	-2.25	3	5	1	1
11	1	0	1	0	0	2	1	1.4372922	0	2	1	0	104021	"1040215102"	0	0	1	0	0	0.5145605	2	4	1	0	1	0	-1.25	2	5	1	1
10	0	0	1	1	0	2	1	1.2527459	0	3	0	0	104021	"1040215104"	0	0	1	0	0	1.4372922	2	4	1	0	1	0	-1.5	2	5	1	1
11	1	0	1	1	0	2	1	-0.039078478	1	2	1	0	104021	"1040215108"	0	0	1	0	1	1.4372922	2	4	1	0	1	0	-2.0	1	5	1	1
10	1	0	0	1	0	2	1	0.6991069	0	1	0	0	104021	"1040215116"	0	0	1	0	0	1.2527459	2	4	1	0	1	0	-1.25	3	5	1	1
12	0	0	0	1	0	2	0	0.6991069	0	3	1	0	104021	"1040215119"	0	1	1				2	4	1	0	1	0	-0.75			1	
11	0	0	1	1	0	1	1	1.4372922	0	2	0	0	104021	"1040215120"	0	0	1	0	1	0.6991069	2	4	1	0	1	0	-3.75	3	5	1	1
10	1	0	1	0	0	1	1	0.6991069	0	2	1	0	104021	"1040215122"	0	0	1	0	0	1.0681995	2	4	1	0	1	0	-3.75	1	5	1	1
10	0	0	0	0	0	4	1	1.2527459	0	3	1	0	104021	"1040215123"	0	0	1	0	0	1.6218386	2	4	1	0	1	0	1.0	3	5	1	1
10	1	0	0	1	0	2	1	1.2527459	0	2	1	0	104021	"1040215126"	0	0	1	0	0	1.0681995	2	4	1	0	1	0	-1.5	3	5	1	1
9	0	0	1	1	0	2	0	1.6218386	0	2	0	0	104021	"1040215128"	0	0	1	0	0	1.6218386	2	4	1	0	1	0	-1.25	2	5	1	1
13	1	0	0	1	0	2	1	0.3300142	1	3	1	0	104021	"1040215140"	0	0	1	0	1	0.6991069	2	4	1	0	1	0	-1.25	2	5	1	1
10	0	0	1	0	0	2	0	-0.22362481	0	2	0	0	104021	"1040215147"	0	1	1				2	4	1	0	1	0	-2.0			1	
9	0	0	1	0	0	1	1	-1.7562238	1	3	0	0	104031	"1040314106"	0	0	1	1	1	-1.036318	3	5	0	0	0	1	-3.5	3	4	1	1
9	1	0	0	1	0	2	0	0.2235174	0	2	0	0	104031	"1040314110"	0	0	1	1	1	1.1233997	3	5	0	0	0	1	-1.25	3	4	1	1
10	0	0	1	1	0	4	0	1.4833527	0		0	0	104031	"1040314117"	0	0	1	0	1	1.8433056	3	5	0	0	0	1	1.5	2	4	1	1
10	1	0	0	1	0	2	1	0.7634468	0	1	0		104031	"1040314120"	0	0	1	0	1	-1.7562238	3	5	0	0	0	1	-1.0	3	4	1	1
9	0	0	1	1	0	2	1	1.3033762	0	2	0	0	104031	"1040314121"	0	0	1	0	0	1.3033762	3	5	0	0	0	1	-1.75	2	4	1	1
10	0	0	0	1	0	2	1	1.1233997	1		0	0	104031	"1040314133"	0	0	1	0	0	-1.036318	3	5	0	0	0	1	-1.25	2	4	1	1
9	1	0	0	1	0	2	1	1.8433056	0	3	0	0	104031	"1040314136"	0	0	1	1	1	1.3033762	3	5	0	0	0	1	-1.25	1	4	1	1
8	0	0	0	0	0	2	0	-0.13643554	1		0	0	104031	"1040314139"	0	0	1	0	0	0.40349388	3	5	0	0	0	1	-1.0	2	4	1	1
10	0	0	0	1	0	2	0	1.0681995	1	3	0	0	104031	"1040315104"	0	1	1				3	5	0	0	0	1	-0.75			1	
10	1	0	0	0	0	2	0	1.6218386	1	2	0	1	104031	"1040315106"	0	0	1	0	1	1.4372922	3	5	0	0	0	1	-1.0	2	3	1	2
10	1	0	0	1	0	2	1	-0.22362481	0	2	0	1	104031	"1040315110"	0	0	1	0	1	1.0681995	3	5	0	0	0	1	-1.25	1	3	1	2
12	1	1	1	1	0	1	1	-0.40817115	1	3	1	0	104031	"1040315112"	0	0	1	1	1	-0.039078478	3	5	0	0	0	1	-4.375	2	3	1	2
11	0	0	0	0	0	2	0	-0.9618102	0	3	1	0	104031	"1040315116"	0	0	1	0	0	-1.1463565	3	5	0	0	0	1	-1.0	3	3	1	2
9	0	0	0	0	0	2	1	1.0681995	1	3	0	0	104031	"1040315117"	0	0	1	0	0	1.4372922	3	5	0	0	0	1	-1.75	2	3	1	2
11	1	0	1	1	0	2	1	0.5145605	1	3	1	0	104031	"1040315122"	0	0	1	0	1	0.5145605	3	5	0	0	0	1	-1.5	2	3	1	2
11	0	0	0	0	0	3	0	0.8836532	1	2	1	0	104031	"1040315129"	0	0	1	0	0	0.8836532	3	5	0	0	0	1	-0.5	2	3	1	2
11	0	0	0	1	0	2	1	1.4372922	0	2	0	0	104031	"1040315133"	0	0	1	0	0	1.2527459	3	5	0	0	0	1	-1.0	2	3	1	2
9	0	0	0	0	0	2	0	1.3033762	1	1	0	0	104032	"1040324104"	0	0	1	0	1	2.2032585	3	6	1	0	0	1	-1.25	1	4	1	1
9	0	0	0	0	0	1	0	2.023282	0	3	0	0	104032	"1040324108"	0	0	1	0	1	1.3033762	3	6	1	0	0	1	-2.25	2	4	1	1
9	0	0	0	0	0	4	0	0.40349388	0	3	0	0	104032	"1040324109"	0	0	1	0	1	-0.13643554	3	6	1	0	0	1	0.625	2	4	1	1
11	1	0	0	0	0	2	0	0.40349388	0	2	1	0	104032	"1040324115"	0	0	1	1	1	0.2235174	3	6	1	0	0	1	-1.0	2	4	1	1
11	1	0	0	0	0	2	0	1.8433056	0	2	1	0	104032	"1040324116"	0	0	1	1	1	1.4833527	3	6	1	0	0	1	-1.25	2	4	1	1
10	1	0	0	0	0	2	0	-0.8563414	0	3	1	0	104032	"1040324119"	0	0	1	0	1	-2.1161768	3	6	1	0	0	1	-1.25	2	4	1	1
11	1	0	0	1	0	2	1	-0.67636496	1	3	1	0	104032	"1040324125"	0	0	1	0	0	-0.31641203	3	6	1	0	0	1	-1.0	2	4	1	1
10	0	0	1	1	0	2	1	1.8063849	0	3	1	0	104032	"1040325103"	0	0	1	0	0	1.6218386	3	6	1	0	0	1	-2.0	2	4	1	1
11	1	0	1	1	0	2	1	0.14546786	0		1	1	104032	"1040325107"	0	0	1	0	0	1.6218386	3	6	1	0	0	1	-2.0	1	4	1	1
9	0	1	1	0	0	1	1	-0.22362481	1	2	1	0	104032	"1040325108"	0	0	1	0	1	0.3300142	3	6	1	0	0	1	-6.25	1	4	1	1
9	0	0	0	0	0	2	1	0.8836532	1		1	0	104032	"1040325121"	0	0	1	0	1	1.0681995	3	6	1	0	0	1	-1.0	1	4	1	1
10	1	0	0	1	0	1	1	-0.7772638	0	2	1	0	104032	"1040325122"	0	0	1	0	0	1.4372922	3	6	1	0	0	1	-2.5	3	4	1	1
12	0	0	1	0	0	2	1	-1.8845419	0	1	1	1	104032	"1040325130"	0	1	1				3	6	1	0	0	1	-1.5			1	
11	1	0	0	1	0	2	0	1.6218386	0	2	1	1	104032	"1040325134"	0	0	1	0	0	1.4372922	3	6	1	0	0	1	-1.0	3	4	1	1
10	1	0	0	1	0	2	0	1.9909313	0	3	1	0	104032	"1040325136"	0	0	1	0	0	1.6218386	3	6	1	0	0	1	-0.75	3	4	1	1
11	1	0	0	1	0	1	1	1.6218386	0	2	1	0	104032	"1040325144"	0	0	1	1	1	1.0681995	3	6	1	0	0	1	-2.75	3	4	1	1
12	1	0	1	1	0	2	0	-1.5154492	0	3	1	0	104032	"1040325147"	0	0	1	0	1	-0.9618102	3	6	1	0	0	1	-1.5	1	4	1	1
10	0	0	1	0	0	2	1	0.8836532	0	1	1	0	104032	"1040325148"	0	0	1	0	0	0.5145605	3	6	1	0	0	1	-1.5	2	4	1	1
11	0	0	0	0	0	2	0	0.5145605	1	3	1	0	104032	"1040325150"	0	0	1	0	0	1.6218386	3	6	1	0	0	1	-0.75	1	4	1	1
9	1	0	1	1	0	1	1	1.6633291	0	2	0	0	104033	"1040334108"	0	0	1	0	1	1.8433056	1	1	0	1	0	0	-2.75	3	1	1	3
11	0	0	0	0	0	2	1	-1.036318	0	3	0	0	104033	"1040334110"	0	0	1	0	1	-0.8563414	1	1	0	1	0	0	-1.875	2	1	1	3
9	1	0	0	0	0	1	1	1.3033762	0	3	0	0	104033	"1040334116"	0	0	1	0	0	1.1233997	1	1	0	1	0	0	-2.75	3	1	1	3
10	0	0	0	0	0	1	1	0.043540925	0	3	0	0	104033	"1040334125"	0	0	1	0	0	1.3033762	1	1	0	1	0	0	-3.125	3	1	1	3
11	1	0	0	0	0	2	0	-0.13643554	0	3	0	0	104033	"1040334127"	0	0	1	0	0	-1.5762473	1	1	0	1	0	0	-1.0	2	1	1	3
11	0	0	1	1	0	1	1	-0.59271747	0	2	1	0	104033	"1040335109"	0	0	1	0	0	-0.7772638	1	1	0	1	0	0	-2.5	1	2	1	3
10	0	0	1	0	0	2	0	0.5145605	0	2	0	0	104033	"1040335112"	0	0	1	0	0	0.6991069	1	1	0	1	0	0	-1.5	1	2	1	3
11	1	0	0	0	0	4	0	-0.22362481	0	2	1	1	104033	"1040335114"	0	0	1	0	0	-0.22362481	1	1	0	1	0	0	4.5	2	2	1	3
10	0	1	1	0	0	1	1	-0.22362481	1	2	0	0	104033	"1040335118"	0	0	1	0	1	-0.40817115	1	1	0	1	0	0	-3.75	1	2	1	3
10	0	0	1	1	0	2	1	-2.0690882		2	0	0	104033	"1040335124"	0	0	1	0	0	-1.5154492	1	1	0	1	0	0	-1.25	2	2	1	3
10	0	0	1	0	0	1	1	-0.22362481	0	2	1	0	104033	"1040335129"	0	0	1	1	1	-0.7772638	1	1	0	1	0	0	-2.75	3	2	1	3
9	0	0	0	0	0	2	0	-1.2162944	0	3	0	0	104041	"1040414203"	0	0	1	0	1	-0.4963885	3	5	0	0	0	1	-0.75	2	3	1	2
9	0	0	1	1	0	2	1	-0.67636496	0	2	0	0	104041	"1040414206"	0	0	1	0	1	0.043540925	3	5	0	0	0	1	-1.0	1	3	1	2
10	1	0	0	0	0	2	1	-0.8563414	0	2	0	1	104041	"1040414209"	0	0	1	0	1	-1.036318	3	5	0	0	0	1	-1.25		3	1	2
10	0	0	0	0	0	2	1	0.58347034	0	1	1	0	104041	"1040414221"	0	0	1	0	1	0.9434233	3	5	0	0	0	1	-1.25	1	3	1	2
9	0	0	0	1	0	2	0	1.3033762	1	1	0	0	104041	"1040414230"	0	0	1	0	0	2.2032585	3	5	0	0	0	1	-1.0	1	3	1	2
9	0	0	1	1	0	2	1	0.3300142	0	2	0	0	104041	"1040415101"	0	0	1	0	1	0.14546786	3	5	0	0	0	1	-1.5	2	3	1	2
10	1	0	0	0	0	2	0	1.6218386	0	2	1	0	104041	"1040415110"	0	0	1	0	1	1.6218386	3	5	0	0	0	1	-1.25	2	3	1	2
9	0	0	0	1	0	2	0	1.0681995	0	2	1	0	104041	"1040415111"	0	0	1	0	1	0.8836532	3	5	0	0	0	1	-1.0	2	3	1	2
9	0	0	0	0	0	2	0	0.3300142	0	3	0	0	104041	"1040415112"	0	0	1	0	1	-0.59271747	3	5	0	0	0	1	-0.75	2	3	1	2
10	0	0	0	1	0	2	1	1.2527459	0	3	1	0	104041	"1040415114"	0	0	1	0	1	1.0681995	3	5	0	0	0	1	-1.5	2	3	1	2
11	0	0	0	1	0	2	1	-0.22362481	0	2	1	0	104041	"1040415118"	0	0	1	0	0	0.5145605	3	5	0	0	0	1	-1.75	2	3	1	2
10	1	0	1	0	0	2	1	0.14546786	0	1	1	0	104041	"1040415121"	0	0	1	0	0	-0.039078478	3	5	0	0	0	1	-1.0	2	3	1	2
10	0	0	1	1	0	2	1	-0.039078478	1		1	0	104041	"1040415124"	0	0	1	0	1	0.8836532	3	5	0	0	0	1	-2.0	3	3	1	2
11	0	0	0	1	0	4	0	-0.7772638	0	1	0	0	104041	"1040415125"	0	0	1	0	0	-1.8845419	3	5	0	0	0	1	1.0	2	3	1	2
10	1	0	0	0	0	2	0	0.3300142	0	3	1	1	104041	"1040415126"	0	0	1	0	0	1.0681995	3	5	0	0	0	1	-2.0	1	3	1	2
11	0	0	0	0	0	2	1	0.3300142	0	2	0	0	104041	"1040415131"	0	0	1	0	1	0.5145605	3	5	0	0	0	1	-1.0	2	3	1	2
11	1	0	0	1	0	2	0	0.9434233	0	2	0	0	104051	"1040514208"	0	1	1				2	3	0	0	1	0	-1.25			1	
10	1	1	1	0	0	1	1	2.383235	0	2	1	0	104051	"1040514212"	0	0	1	1	1	2.383235	2	3	0	0	1	0	-2.75	1	3	1	2
10	0	0	1	0	0	2	1	0.40349388	0	2	1	0	104051	"1040514214"	0	1	1				2	3	0	0	1	0	-1.5			1	
11	0	0	0	0	0	2	0	-0.039078478	0	3	0	0	104051	"1040515206"	0	0	1	0	1	-1.1463565	2	3	0	0	1	0	-1.0	3	3	1	2
10	1	0	0	0	0	2	1	-1.1463565	0	3	1	0	104051	"1040515207"	0	0	1	0	0	0.3300142	2	3	0	0	1	0	-2.0	1	3	1	2
12	0	0	0	0	0	2	0	-0.7772638	0	3	0	0	104051	"1040515213"	0	0	1	1	1	-0.22362481	2	3	0	0	1	0	-1.625	2	3	1	2
10	1	1	1	0	0	1	1	1.6218386	0	1	0	0	104051	"1040515216"	0	0	1	1	1	1.4372922	2	3	0	0	1	0	-2.25	2	3	1	2
12	1	0	0	1	0	2	1	-1.1463565	0	3	0	0	104051	"1040515222"	0	0	1	0	1	-0.9618102	2	3	0	0	1	0	-1.625	2	3	1	2
11	0	0	1	0	0	1	1	-1.5154492	0	2	1	0	104051	"1040515226"	0	0	1	0	0	-1.3309028	2	3	0	0	1	0	-2.25	1	3	1	2
10	0	0	0	0	0	2	1	0.14546786	0	2	0	0	104051	"1040515228"	0	0	1	0	0	0.6991069	2	3	0	0	1	0	-1.25	2	3	1	2
12	0	0	1	1	0	2	1	-0.22362481	0	1	1	0	104051	"1040515230"	0	0	1	1	1	-0.039078478	2	3	0	0	1	0	-1.75	2	3	1	2
11	0	0	0	0	0	1	1	-0.22362481	0	3	1	0	104051	"1040515231"	0	0	1	0	0	-0.039078478	2	3	0	0	1	0	-2.25	2	3	1	2
10	0	0	0	0	0	1	1	-1.1463565	0	2	0	0	104051	"1040515232"	0	0	1	0	0	-0.039078478	2	3	0	0	1	0	-2.25	2	3	1	2
10	1	0	0	0	0	2	1	1.1233997	0	2	0	0	104061	"1040614204"	0	0	1	0	0	1.8433056	3	6	1	0	0	1	-1.5	2	4	1	1
9	1	0	0	0	0	2	0	1.6633291	0	3	1	0	104061	"1040614206"	0	0	1	1	1	2.023282	3	6	1	0	0	1	-1.25	2	4	1	1
11	0	0	0	0	0	2	0	0.2235174	0	1	0	0	104061	"1040614207"	0	0	1	1	1	0.40349388	3	6	1	0	0	1	-1.0	1	4	1	1
10	1	0	0	0	0	2	0	1.1233997	0	2	0	0	104061	"1040614215"	0	0	1	1	1	1.4833527	3	6	1	0	0	1	-1.0	3	4	1	1
10	1	0	0	0	0	2	0	0.9434233	1	2	1	0	104061	"1040614218"	0	0	1	0	1	0.7634468	3	6	1	0	0	1	-0.75	3	4	1	1
11	1	0	1	1	0	2	1	-1.3962709	1	1	1	0	104061	"1040614224"	0	0	1	0	0	0.2235174	3	6	1	0	0	1	-1.75	2	4	1	1
11	0	0	0	1	0	2	0	-0.40817115	0	1	1	0	104061	"1040615101"	0	0	1	0	1	0.5145605	3	6	1	0	0	1	-1.0	2	5	1	1
12	0	0	0	1	0	1	1	-0.22362481	0	3	1	1	104061	"1040615106"	0	0	1	1	1	0.5145605	3	6	1	0	0	1	-2.25	3	5	1	1
11	0	0	1	0	0	4	0	0.14546786	0	2	1	0	104061	"1040615111"	0	0	1	1	1	0.6991069	3	6	1	0	0	1	7.5	2	5	1	1
12	0	1	1	1	0	1	1	0.3300142	0	1	1	0	104061	"1040615112"	0	0	1	1	1	0.8836532	3	6	1	0	0	1	-4.75	2	5	1	1
11	1	0	0	0	0	2	1	-0.039078478	0	1	1	0	104061	"1040615113"	0	0	1	0	0	0.6991069	3	6	1	0	0	1	-1.75	3	5	1	1
11	0	0	0	1	0	2	0	0.3300142	0	2	1	0	104061	"1040615114"	0	0	1	1	1	0.5145605	3	6	1	0	0	1	-1.25	2	5	1	1
10	1	0	0	0	0	2	1	-0.7772638	0	3	1	0	104061	"1040615115"	0	0	1	1	1	0.5145605	3	6	1	0	0	1	-1.75	2	5	1	1
10	0	0	1	1	0	1	1	0.3300142	0	2	1	0	104061	"1040615118"	0	0	1	0	0	0.6991069	3	6	1	0	0	1	-3.25	2	5	1	1
