age	male	baseusage	aware0	harmvision0	gansu	RE2	va18	zmath	pedu12	hhwealth	bboarding	pamigrant	schid	studentid	newcome	attrition	givegl	wear2	use2	ezmath	major	interaction	edu	con	vou	fre	SE2	seatchange	emtea_14	reexamination	blackboard
9	0	0	0	1	0	4	0	0.6991069	1	1	1	0	109061	"1090615133"	0	0	1	0	1	1.0681995	3	6	1	0	0	1	0.75	2	3	1	2
10	1	0	0	0	0	2	1	2.023282	0	3	0	0	109062	"1090624105"	0	0	1	0	0	1.3033762	2	3	0	0	1	0	-1.25	1	5	1	1
11	1	0	1	0	0	2	1	2.2032585	0	3	0	0	109062	"1090624110"	0	0	1	0	1	1.8433056	2	3	0	0	1	0	-2.0	2	5	1	1
10	1	0	0	0	0	2	0	2.023282	1	3	0	0	109062	"1090624113"	0	0	1	0	0	0.7634468	2	3	0	0	1	0	-1.25	1	5	1	1
10	0	0	0	0	0	2	1	0.58347034	0	3	0	0	109062	"1090624114"	0	0	1	0	0	1.3033762	2	3	0	0	1	0	-1.75	2	5	1	1
8	1	0	0	0	0	1	1	0.043540925	1	2	0	0	109062	"1090624116"	0	0	1	1	1	1.4833527	2	3	0	0	1	0	-3.0	2	5	1	1
10	0	0	0	0	0	4	0	1.6633291	1	2	0	0	109062	"1090624125"	0	0	1	0	0	2.023282	2	3	0	0	1	0	2.75	2	5	1	1
10	1	0	0	0	0	2	0	1.8433056	0	2	0	0	109062	"1090624126"	0	0	1	0	1	1.6633291	2	3	0	0	1	0	-1.0	2	5	1	1
10	1	0	0	0	0	1	1	-1.1463565	0	2	0	0	109062	"1090625101"	0	0	1	0	1	1.0681995	2	3	0	0	1	0	-3.25	2	4	1	1
11	0	0	0	0	0	1	1	1.0681995	1	2	0	0	109062	"1090625102"	0	0	1	1	1	1.6218386	2	3	0	0	1	0	-3.5	2	4	1	1
11	0	0	1	0	0	1	1	0.6991069	1	2	0	0	109062	"1090625103"	0	0	1	1	1	0.14546786	2	3	0	0	1	0	-7.625	2	4	1	1
11	0	0	1	0	0	1	1	1.4372922	1	2	0	0	109062	"1090625106"	0	0	1	1	1	1.6218386	2	3	0	0	1	0	-3.5	2	4	1	1
11	0	0	0	0	0	2	1	1.2527459	0	3	0	0	109062	"1090625107"	0	0	1	0	1	0.6991069	2	3	0	0	1	0	-0.75	2	4	1	1
10	1	0	0	0	0	2	1	1.0681995	0	2	0	0	109062	"1090625110"	0	0	1	0	0	-0.40817115	2	3	0	0	1	0	-0.75	2	4	1	1
13	1	0	0	0	0	3	0	0.6991069	0	1	0	0	109062	"1090625112"	0	0	1	0	1	0.8836532	2	3	0	0	1	0	-0.5	1	4	1	1
11	1	0	1	0	0	2	1	-0.40817115	0		0	0	109062	"1090625114"	0	0	1	0	0	-0.9618102	2	3	0	0	1	0	-1.0	3	4	1	1
12	1	0	1	0	0	1	1	0.3300142	0	2	0	0	109062	"1090625115"	0	0	1	0	1	0.6991069	2	3	0	0	1	0	-3.0	2	4	1	1
10	1	0	1	0	0	2	1	1.4372922	0	3	0	0	109062	"1090625117"	0	0	1	1	1	0.6991069	2	3	0	0	1	0	-1.75	2	4	1	1
11	1	0	1	0	0	2	0	0.3300142	0	1	0	0	109062	"1090625121"	0	0	1	0	0	1.0681995	2	3	0	0	1	0	-1.0	2	4	1	1
11	0	0	1	1	0	1	1	1.8063849	0	2	1	0	109062	"1090625124"	0	0	1	0	1	1.6218386	2	3	0	0	1	0	-5.0	2	4	1	1
11	0	0	1	0	0	2	0	0.3300142	0	1	0	0	109062	"1090625127"	0	0	1	1	1	0.8836532	2	3	0	0	1	0	-1.5	2	4	1	1
11	0	0	1	0	0	1	1	1.2527459	1	2	0	1	109062	"1090625128"	0	0	1	1	1	1.6218386	2	3	0	0	1	0	-5.5	2	4	1	1
11	0	0	1	0	0	1	1	1.8063849	0	3	0	0	109062	"1090625129"	0	0	1	1	1	1.6218386	2	3	0	0	1	0	-2.75	3	4	1	1
10	1	0	1	0	0	2	1	1.0681995	0	3	0	0	109062	"1090625130"	0	0	1	0	1	0.5145605	2	3	0	0	1	0	-2.0	2	4	1	1
11	1	0	1	0	0	1	1	1.0681995	0	2	0	0	109062	"1090625131"	0	0	1	0	0	1.4372922	2	3	0	0	1	0	-2.25	2	4	1	1
11	0	0	0	0	0	2	1	-0.22362481	0	3	0	0	109062	"1090625133"	0	0	1	0	1	-0.7772638	2	3	0	0	1	0	-1.5	2	4	1	1
12	0	0	1	0	0	2	1	1.4372922	0	2	0	0	109062	"1090625136"	0	0	1	0	0	0.8836532	2	3	0	0	1	0	-1.5	2	4	1	1
12	1	0	1	0	0	2	0	0.3300142	0	3	0	0	109062	"1090625137"	0	0	1	0	1	0.8836532	2	3	0	0	1	0	-1.5	1	4	1	1
10	1	0	0	1	0	2	1	0.40349388	1	1	0	0	109063	"1090634101"	0	0	1	0	1	-0.4963885	1	1	0	1	0	0	-1.75	3	3	1	2
12	1	0	0	1	0	4	0	1.2527459	0	2	0	0	109063	"1090635110"	0	0	1	0	0	0.8836532	1	1	0	1	0	0	3.0	2	3	1	2
11	1	1	0	0	0	4	0	-0.7772638	0	1	0	0	109063	"1090635112"	0	0	1	1	1	-1.1463565	1	1	0	1	0	0	5.25	2	3	1	2
10	1	0	1	1	0	2	1	1.0681995	0	2	0	0	109063	"1090635115"	0	0	1	0	0	0.5145605	1	1	0	1	0	0	-1.875	2	3	1	2
13	1	1	0	0	0	1	1	-1.5154492	1	1	0	0	109063	"1090635119"	0	0	1	0	1	-1.3309028	1	1	0	1	0	0	-4.0	2	3	1	2
11	1	0	0	0	0	2	1	1.6218386	0	2	0	0	109063	"1090635123"	0	0	1	0	0	1.4372922	1	1	0	1	0	0	-1.75	2	3	1	2
9	1	0	0	0	0	1	0	0.2235174	1	2	0	0	109071	"1090714102"	0	0	1	0	0	1.4833527	3	5	0	0	0	1	-2.75	1	4	1	1
9	1	0		0	0	2	1	0.40349388	0	1	1	0	109071	"1090714112"	0	0	1	0	1	1.1233997	3	5	0	0	0	1	-1.0	2	4	1	1
11	1	0	0	0	0	2	0	-0.59271747	1	3	0	0	109071	"1090715106"	0	0	1	0	1	-1.8845419	3	5	0	0	0	1	-0.75	2	4	1	1
9	0	0	1	0	0	1	1	1.4372922	1	2	0	0	109071	"1090715109"	0	1	1				3	5	0	0	0	1	-2.75			1	
11	0	0	1	0	0	2	0	1.6218386	0	2	0	0	109071	"1090715117"	0	1	1				3	5	0	0	0	1	-2.0			1	
11	1	0	1	0	0	1	1	-0.31641203		1	0	0	109091	"1090914118"	0	0	1	0	1	-1.2162944	3	5	0	0	0	1	-2.75	2	2	1	3
10	0	0	0	1	0	2	0	-0.039078478	0	1	1	0	109091	"1090915101"	0	1	1				3	5	0	0	0	1	-1.0			1	
11	0	0	0	0	0	2	0	-1.1463565	0	1	1	0	109091	"1090915103"	0	1	1				3	5	0	0	0	1	-0.75			1	
10	1	0	1	0	0	1	1	1.4372922	0	2	0	0	109091	"1090915114"	0	0	1	0	1	1.0681995	3	5	0	0	0	1	-3.0	2	3	1	2
10	1	0	1	1	0	2	1	1.6218386	0	2	1	0	109091	"1090915122"	0	0	1	0	1	1.4372922	3	5	0	0	0	1	-2.0	2	3	1	2
11	1	0	0	0	0	2	1	-0.7772638	0	2	1	0	109091	"1090915123"	0	1	1				3	5	0	0	0	1	-1.75			1	
9	1	0	0	1	0	2	1	-1.7562238	0	1	0	0	110011	"1100114110"	0	0	1	0	0	-0.4963885	2	4	1	0	1	0	-2.0	3	2	1	3
10	1	0	0	0	0	2	1	-0.22362481	0	1	1	0	110011	"1100115105"	0	0	1	0	0	0.6991069	2	4	1	0	1	0	-2.0	2	2	1	3
12	1	0	0	0	0	4	0	-1.5154492	0	3	1	0	110011	"1100115109"	0	1	1				2	4	1	0	1	0	4.75			1	
10	0	0	1	0	0	1	0	-0.40817115	0		1	1	110011	"1100115112"	0	0	1	0	0	-0.7772638	2	4	1	0	1	0	-2.75	2	2	1	3
12	0	0	0	0	0	2	0	0.5145605	0	2	1	0	110011	"1100115114"	0	0	1	0	0	1.4372922	2	4	1	0	1	0	-1.25	2	2	1	3
10	0	0	1	0	0	3	0	0.5145605	0	2	0	0	110011	"1100115115"	0	0	1	0	0	-0.9618102	2	4	1	0	1	0	-0.25	2	2	1	3
12	1	0	0	1	0	1	0	0.8836532	0	2	1	0	110011	"1100115118"	0	0	1	0	0	1.4372922	2	4	1	0	1	0	-2.25	1	2	1	3
9	1	0	0	1	0	1	1	0.58347034	0	2	0	0	110021	"1100214101"	0	1	1				1	2	1	1	0	0	-4.875			1	
9	0	0	0	0	0	2	1	-0.4963885	0	1	0	1	110021	"1100214106"	0	0	1	0	0	-0.31641203	1	2	1	1	0	0	-1.25	1	3	1	2
11	1	0	0	0	0	2	1	-0.13643554	0	2	0	1	110031	"1100314108"	0	0	1	1	1	0.2235174	1	2	1	1	0	0	-1.25	3	1	1	3
9	1	0	0	1	0	1	1	-0.13643554	0	1	0	0	110031	"1100314110"	0	0	1	0	0	-1.036318	1	2	1	1	0	0	-2.75	2	1	1	3
10	0	0	0	0	0	2	1	-1.3962709	0	1	0	0	110031	"1100314114"	0	0	1	0	0	-1.9362003	1	2	1	1	0	0	-1.125	3	1	1	3
9	1	0	0	1	0	2	0	-0.13643554	0	3	0	0	110031	"1100314115"	0	0	1	0	0	0.40349388	1	2	1	1	0	0	-1.5	1	1	1	3
10	0	0	0	0	0	2	1	-1.3962709	0	3	0	1	110031	"1100314122"	0	0	1	0	0	-0.31641203	1	2	1	1	0	0	-1.75	1	1	1	3
11	1	0	0	1	0	2	0	-0.67636496	0	3	1	0	110031	"1100314129"	0	0	1	0	0	-1.2162944	1	2	1	1	0	0	-1.25	3	1	1	3
9	1	1	1	1	0	1	1	-1.2162944	0	3	0	0	110031	"1100314141"	0	0	1	1	1	0.043540925	1	2	1	1	0	0	-2.5	3	1	1	3
10	0	0	0	1	0	1	1	0.14546786	0	1	0	0	110031	"1100315202"	0	0	1	0	0	0.8836532	1	2	1	1	0	0	-3.25	3	4	1	1
10	0	0	0	0	0	1	1	-1.3309028	0	2	0	0	110031	"1100315227"	0	0	1	0	0	-0.22362481	1	2	1	1	0	0	-3.5	1	4	1	1
13	0	0	0	0	0	2	1	-1.5154492	0	1	0	0	110031	"1100315240"	0	1	1				1	2	1	1	0	0	-1.0			1	
10	0	0	0	1	0	2	0	0.8836532	1	2	0	0	110031	"1100315247"	0	0	1	0	0	0.3300142	1	2	1	1	0	0	-1.5	2	4	1	1
11	1	0	0	0	0	2	1	0.9434233	0	2	1	0	110041	"1100414119"	0	0	1	1	1	-0.67636496	2	3	0	0	1	0	-0.75	2	3	1	2
8	1	0	0	0	0	1	1	-1.036318	0	2	0	0	110041	"1100414124"	0	0	1	0	1	-1.2162944	2	3	0	0	1	0	-2.25	3	3	1	2
9	1	0	0	0	0	1	0	-0.8563414	1	1	0	0	110041	"1100414128"	0	0	1	0	1	1.6633291	2	3	0	0	1	0	-2.5	2	3	1	2
10	1	0	1	0	0	2	1	0.58347034	0	1	0	0	110041	"1100414135"	0	0	1	1	1	0.9434233	2	3	0	0	1	0	-1.5	1	3	1	2
10	1	1	1	0	0	1	1	-0.8563414	0	3	1	0	110041	"1100414137"	0	0	1	1	1	-1.036318	2	3	0	0	1	0	-5.25	1	3	1	2
11	1	0	1	0	0	2	0	-1.036318	0		0	0	110041	"1100414138"	0	0	1	0	0	0.40349388	2	3	0	0	1	0	-1.75	2	3	1	2
9	1	0	0	0	0	2	0	1.8433056	0		0	0	110041	"1100414144"	0	0	1	0	0	0.9434233	2	3	0	0	1	0	-1.75	2	3	1	2
9	0	0	0	1	0	2	1	0.9434233	0	1	1	0	110041	"1100414145"	0	0	1	0	0	-0.67636496	2	3	0	0	1	0	-2.0	2	3	1	2
9	0	0	1	0	0	1	1	-0.4963885	1	2	0	0	110041	"1100414146"	0	0	1	1	1	-1.036318	2	3	0	0	1	0	-3.5	2	3	1	2
10	1	0	1	1	0	2	0	-1.1463565	0	1	1	0	110041	"1100415102"	0	0	1	0	1	0.5145605	2	3	0	0	1	0	-1.25	2	4	1	1
10	0	0	0	0	0	1	0	-1.1463565	0	2	0	0	110041	"1100415111"	0	0	1	0	1	-0.039078478	2	3	0	0	1	0	-3.5	3	4	1	1
11	0	0	1	1	0	1	1	1.2527459	0	2	1	0	110041	"1100415112"	0	0	1	0	1	0.3300142	2	3	0	0	1	0	-2.5	1	4	1	1
10	0	0	1	1	0	2	1	0.6991069	1	2	0	0	110041	"1100415114"	0	0	1	0	1	0.3300142	2	3	0	0	1	0	-1.25	2	4	1	1
10	1	0	0	0	0	2	0	0.3300142	0	2	0	0	110041	"1100415118"	0	0	1	0	0	0.6991069	2	3	0	0	1	0	-1.25	2	4	1	1
13	1	0	1	1	0	1	1	-1.5154492	1	3	1	0	110041	"1100415120"	0	0	1	1	1	-2.0690882	2	3	0	0	1	0	-3.0	3	4	1	1
10	0	0	1	0	0	1	1	-0.40817115	1	3	0	0	110041	"1100415127"	0	0	1	0	0	-0.22362481	2	3	0	0	1	0	-2.25	2	4	1	1
9	1	0	1	0	0	1	1	1.0681995	1	1	1	1	110041	"1100415129"	0	0	1	0	1	1.0681995	2	3	0	0	1	0	-2.75	3	4	1	1
12	0	0	1	1	0	2	0	1.6218386	0	3	1	0	110041	"1100415132"	0	0	1	1	0	1.0681995	2	3	0	0	1	0	-2.0	2	4	1	1
11	1	0	1	0	0	1	1	-1.5154492	0	1	0	0	110041	"1100415136"	0	0	1	1	1	-0.9618102	2	3	0	0	1	0	-3.0	2	4	1	1
10	1	0	1	0	0	1	1	1.0681995	0	3	0	0	110041	"1100415138"	0	0	1	0	1	1.6218386	2	3	0	0	1	0	-2.5	2	4	1	1
9	0	0	1	1	0	1	1	-1.1463565	0	1	1	1	110041	"1100415139"	0	0	1	1	1	0.3300142	2	3	0	0	1	0	-3.25	2	4	1	1
11	0	1	1	1	0	1	1	0.8836532	0	1	0	0	110041	"1100415140"	0	0	1	1	1	0.6991069	2	3	0	0	1	0	-5.5	2	4	1	1
10	0	0	0	1	0	2	1	1.2527459	0	2	0	0	110041	"1100415142"	0	0	1	0	1	0.3300142	2	3	0	0	1	0	-1.5	2	4	1	1
11	1	0	0	1	0	1	1	0.3300142	0	2	1	0	110041	"1100415147"	0	0	1	0	0	-0.7772638	2	3	0	0	1	0	-2.25	2	4	1	1
11	0	1	1	1	0	1	1	-0.59271747	1	2	0	0	110041	"1100415149"	0	0	1	1	1	-1.6999955	2	3	0	0	1	0	-2.75	2	4	1	1
11	0	0	1	0	0	1	1	-0.40817115	0	2	1	0	110041	"1100415151"	0	0	1	0	0	-1.3309028	2	3	0	0	1	0	-2.5	1	4	1	1
10	0	0	0	0	0	2	1	0.8836532	1	2	0	0	110041	"1100415155"	0	0	1	0	1	0.5145605	2	3	0	0	1	0	-1.75	2	4	1	1
10	0	0	0	0	0	2	1	-0.59271747	0	1	1	0	110041	"1100415156"	0	0	1	0	1	-0.22362481	2	3	0	0	1	0	-1.25	2	4	1	1
9	0	1	1	0	0	1	1	-0.4963885	1	3	1	0	110042	"1100424102"	0	0	1	0	1	-0.4963885	3	6	1	0	0	1	-2.5	1	1	1	3
10	0	0	0	0	0	2	0	-1.036318	0	2	0	0	110042	"1100424104"	0	0	1	0	0	0.043540925	3	6	1	0	0	1	-1.0	3	1	1	3
9	0	0	0	1	0	2	0	-0.67636496	0	3	1	1	110042	"1100424106"	0	0	1	0	0	1.8433056	3	6	1	0	0	1	-0.75	2	1	1	3
9	0	0	0	0	0	2	1	1.6633291	1	2	0	0	110042	"1100424108"	0	0	1	0	0	0.9434233	3	6	1	0	0	1	-1.75	1	1	1	3
11	0	0	0	1	0	1	1	-0.67636496	0	2	1	0	110042	"1100424118"	0	0	1	0	0	-1.036318	3	6	1	0	0	1	-2.5	1	1	1	3
9	1	0		1	0	1	1	0.2235174	0	2	1	0	110042	"1100424129"	0	0	1	0	0	1.6633291	3	6	1	0	0	1	-2.5	2	1	1	3
11	0	0	0	1	0	1	1	0.40349388	0	2	1	0	110042	"1100424132"	0	0	1	0	1	0.58347034	3	6	1	0	0	1	-2.625	2	1	1	3
10	0	0	1	0	0	2	0	0.40349388	0	1	1	0	110042	"1100424141"	0	1	1				3	6	1	0	0	1	-0.75			1	
9	0	0	0	0	0	2	0	1.6633291	1	2	0	0	110042	"1100424145"	0	0	1	0	1	1.3033762	3	6	1	0	0	1	-1.25	2	1	1	3
11	1	0	1	1	0	2	1	1.2527459	0	1	1	0	110042	"1100425103"	0	0	1	1	1	1.0681995	3	6	1	0	0	1	-1.75	2	4	1	1
10	0	0	1	0	0	2	1	1.6218386	0	3	1	0	110042	"1100425110"	0	0	1	0	0	1.6218386	3	6	1	0	0	1	-0.75	2	4	1	1
12	0	0	0	1	0	1	0	-0.7772638	0	3	1	0	110042	"1100425116"	0	0	1	0	1	0.5145605	3	6	1	0	0	1	-2.25	1	4	1	1
10	0	0	0	0	0	2	0	0.3300142	0	2	1	0	110042	"1100425117"	0	0	1	0	1	0.8836532	3	6	1	0	0	1	-1.0	2	4	1	1
10	0	0	0	1	0	1	1	0.8836532	0	2	1	0	110042	"1100425119"	0	0	1	0	1	0.8836532	3	6	1	0	0	1	-3.0	2	4	1	1
10	0	0	0	0	0	2	0	0.8836532		1	1		110042	"1100425122"	0	0	1	0	0	0.3300142	3	6	1	0	0	1	-0.75	1	4	1	1
10	0	0	0	1	0	1	1	0.8836532		2	1		110042	"1100425140"	0	0	1	1	1	-0.40817115	3	6	1	0	0	1	-2.5	1	4	1	1
11	1	0	0	1	0	2	0	1.0681995	0	3	1	0	110042	"1100425141"	0	0	1	0	1	0.14546786	3	6	1	0	0	1	-1.75	2	4	1	1
10	0	0	0	0	0	2	0	0.58347034	0	1	0	0	110051	"1100514113"	0	0	1	0	0	0.58347034	1	1	0	1	0	0	-0.75	1	3	1	2
11	1	0	0	1	0	1	1	-0.8563414	0	1	1	1	110051	"1100514116"	0	0	1	0	0	-0.8563414	1	1	0	1	0	0	-2.25	1	3	1	2
11	0	0	0	0	0	2	0	-0.40817115	0	2	1	0	110051	"1100515101"	0	0	1	0	0	0.14546786	1	1	0	1	0	0	-1.5	2	3	1	2
9	1	0	1	1	0	2	1	-0.4963885	0	1	0	0	110062	"1100624101"	0	0	1	0	1	-1.036318	2	4	1	0	1	0	-1.75	2	2	1	3
10	1	0	0	0	0	4	0	-0.13643554	0	3	0	0	110062	"1100624104"	0	0	1	0	0	-0.31641203	2	4	1	0	1	0	1.0	2	2	1	3
9	1	0	0	1	0	2	0	1.8433056	0	2	0	0	110062	"1100624111"	0	0	1	0	0	1.6633291	2	4	1	0	1	0	-2.0	1	2	1	3
8	0	0	0	0	0	2	0	1.6633291	0	3	0	0	110062	"1100624112"	0	0	1	1	1	1.8433056	2	4	1	0	1	0	-1.5	1	2	1	3
9	1	0	0	1	0	2	0	1.4833527	0	2	0	0	110062	"1100624113"	0	0	1	0	1	1.8433056	2	4	1	0	1	0	-1.125	2	2	1	3
9	0	0	1	1	0	1	1	-0.4963885	0	2	0	0	110062	"1100624114"	0	0	1	1	1	0.9434233	2	4	1	0	1	0	-2.5	3	2	1	3
10	0	0	0	1	0	2	1	-0.13643554	0	1	0	0	110062	"1100624116"	0	0	1	0	0	-1.036318	2	4	1	0	1	0	-2.0	1	2	1	3
11	0	0	0	0	0	1	0	-0.039078478	0	2	0	0	110062	"1100625101"	0	0	1	0	0	1.0681995	2	4	1	0	1	0	-3.75	2	4	1	1
11	0	0	0	0	0	2	0	0.14546786	0	1	0	0	110062	"1100625102"	0	0	1	0	0	1.0681995	2	4	1	0	1	0	-1.25	2	4	1	1
10	0	0	1	1	0	2	0	0.14546786	0	3	0	0	110062	"1100625103"	0	0	1	0	0	0.8836532	2	4	1	0	1	0	-1.75	3	4	1	1
11	1	0	1	1	0	1	1	0.6991069	0	1	0	0	110062	"1100625109"	0	0	1	0	0	0.8836532	2	4	1	0	1	0	-4.0	2	4	1	1
10	1	0	0	0	0	1	1	0.6991069		1	0		110062	"1100625110"	0	0	1	0	1	1.6218386	2	4	1	0	1	0	-2.75	1	4	1	1
9	0	0	0	0	0	2	0	1.4372922	1	2	0	0	110062	"1100625116"	0	0	1	0	1	1.4372922	2	4	1	0	1	0	-1.875	2	4	1	1
10	0	0	1	1	0	1	1	0.14546786	0	2	0	0	110062	"1100625117"	0	0	1	0	1	1.0681995	2	4	1	0	1	0	-2.5	1	4	1	1
11	0	0	1	1	0	1	1	1.2527459	0	1	0	0	110062	"1100625119"	0	0	1	0	1	1.6218386	2	4	1	0	1	0	-3.0	3	4	1	1
11	0	0	0	0	0	1	1	0.8836532	1	2	0	0	110062	"1100625120"	0	0	1	0	1	-0.039078478	2	4	1	0	1	0	-4.0	1	4	1	1
10	0	0	0	0	0	2	0	1.6218386	1	2	0	0	110062	"1100625121"	0	0	1	0	0	1.2527459	2	4	1	0	1	0	-2.0	2	4	1	1
9	1	0	0	0	0	2	0	-1.2162944	0	2	0	0	110071	"1100714145"	0	0	1	0	0	-0.4963885	1	1	0	1	0	0	-1.125	2	3	1	2
10	1	0	1	1	0	1	1	0.5145605	0	2	1	0	110071	"1100715102"	0	0	1	0	0	0.14546786	1	1	0	1	0	0	-2.5	3	3	1	2
10	0	0	0	1	0	2	0	0.8836532	0	3	0	0	110071	"1100715109"	0	0	1	0	0	-0.40817115	1	1	0	1	0	0	-1.0	2	3	1	2
10	0	0	0	0	0	2	0	0.3300142	0	3	0	0	110071	"1100715110"	0	0	1	0	0	0.6991069	1	1	0	1	0	0	-1.25	2	3	1	2
11	0	0	1	0	0	1	1	-0.9618102	0	1	0	0	110071	"1100715116"	0	0	1	0	0	-1.1463565	1	1	0	1	0	0	-3.5	1	3	1	2
11	0	0	1	0	0	1	1	-0.40817115	0	1	0	0	110071	"1100715119"	0	0	1	0	0	-1.1463565	1	1	0	1	0	0	-2.25	2	3	1	2
11	1	0	1	1	0	1	1	-2.0690882	0	2	0	0	110071	"1100715122"	0	0	1	0	0	-1.6999955	1	1	0	1	0	0	-2.5	2	3	1	2
10	1	0	0	0	0	1	1	1.6218386	0	2	1	0	110071	"1100715123"	0	0	1	0	0	1.6218386	1	1	0	1	0	0	-3.25	2	3	1	2
11	0	0	0	0	0	1	1	-0.7772638	0	1	0	0	110071	"1100715126"	0	0	1	0	0	0.8836532	1	1	0	1	0	0	-2.5	1	3	1	2
10	1	0	1	1	0	2	1	0.043540925	0	3	0	0	110091	"1100914103"	0	0	1	1	1	0.7634468	3	5	0	0	0	1	-2.0	2	3	1	2
10	1	0	0	0	0	1	1	-0.31641203	0	1	0	0	110091	"1100914105"	0	0	1	1	1	0.40349388	3	5	0	0	0	1	-3.0	2	3	1	2
10	0	0	0	0	0	2	0	-1.2162944	0	3	0	0	110091	"1100914108"	0	0	1	1	1	-1.3962709	3	5	0	0	0	1	-1.5		3	1	2
8	1	0	1	0	0	1	1	0.58347034	0	1	0	0	110091	"1100914114"	0	0	1	1	1	1.6633291	3	5	0	0	0	1	-3.25	1	3	1	2
9	0	0	1	0	0	1	1	0.58347034	1	1	0	0	110091	"1100914130"	0	0	1	0	0	1.4833527	3	5	0	0	0	1	-2.875	1	3	1	2
10	0	0	0	0	0	2	1	-1.6999955	0	2	0	0	110091	"1100915102"	0	0	1	0	0	0.14546786	3	5	0	0	0	1	-1.25	1	2	1	3
11	0	0	1	0	0	2	1	1.4372922	0	3	0	0	110091	"1100915105"	0	0	1	0	1	0.14546786	3	5	0	0	0	1	-0.75	1	2	1	3
10	0	0	0	1	0	2	0	-0.40817115	0	2	0	0	110091	"1100915109"	0	0	1	0	1	0.14546786	3	5	0	0	0	1	-0.75	2	2	1	3
10	0	0	1	0	0	1	1	-0.9618102	0	1	0	0	110091	"1100915115"	0	0	1	0	0	-0.039078478	3	5	0	0	0	1	-2.5	2	2	1	3
11	1	0	1	1	0	1	1	1.8063849	0	1	0	0	110091	"1100915119"	0	0	1	0	1	1.2527459	3	5	0	0	0	1	-2.5	1	2	1	3
11	1	0	0	0	0	2	0	-1.5154492	1	1	0	0	110091	"1100915127"	0	1	1				3	5	0	0	0	1	-1.625			1	
11	1	0	0	1	0	2	1	0.58347034	0	2	0	0	110101	"1101014102"	0	0	1	0	1	-0.13643554	3	6	1	0	0	1	-1.0	1	3	1	2
9	0	0	0	0	0	2	0	-0.8563414	0	1	0	0	110101	"1101014103"	0	0	1	0	1	-1.036318	3	6	1	0	0	1	-1.0	2	3	1	2
12	0	0	0	1	0	2	0	0.58347034	0	3	0	1	110101	"1101014107"	0	0	1	0	1	0.9434233	3	6	1	0	0	1	-0.75	2	3	1	2
12	0	0	0	0	0	1	1	-0.4963885	0	1	0	0	110101	"1101014112"	0	0	1	1	1	-0.8563414	3	6	1	0	0	1	-2.5	2	3	1	2
11	0	0	1	1	0	2	1	0.58347034	1	1	0	0	110101	"1101014116"	0	0	1	1	1	2.023282	3	6	1	0	0	1	-2.0	3	3	1	2
11	0	0	0	1	0	2	0	1.2527459	0	1	0	0	110101	"1101015104"	0	0	1	0	0	1.6218386	3	6	1	0	0	1	-1.5	1	2	1	3
11	1	0	0	0	0	2	0	-0.9618102	0	3	0	0	110101	"1101015107"	0	0	1	0	0	-0.40817115	3	6	1	0	0	1	-1.0	2	2	1	3
12	0	0	0	0	0	2	1	-1.2162944	0	1	0	0	110111	"1101114101"	0	0	1	0	0	0.9434233	2	3	0	0	1	0	-1.75	2	3	1	2
10	1	0	0	1	0	2	0	-0.8563414	0	3	0	0	110111	"1101114103"	0	0	1	0	1	0.043540925	2	3	0	0	1	0	-1.75	1	3	1	2
11	0	0	0	0	0	4	0	-0.67636496	0	2	0	0	110111	"1101114108"	0	0	1	0	0		2	3	0	0	1	0	1.75	3	3	1	2
10	0	0	0	1	0	2	0	1.2527459	0	2	0	0	110111	"1101115109"	0	0	1	0	0	1.4372922	2	3	0	0	1	0	-1.0	2	3	1	2
10	0	0	0	1	0	2	0	-1.3962709	0		1	0	111011	"1110114101"	0	0	1	0	1	-0.4963885	2	3	0	0	1	0	-1.25	3	2	1	3
10	0	0	0	0	0	1	1	-0.9618102	0	1	1	0	111011	"1110115104"	0	1	1				2	3	0	0	1	0	-4.0			1	
10	1	0	0	0	0	2	0	-0.59271747	0	1	0	0	111011	"1110115105"	0	0	1	0	1	0.3300142	2	3	0	0	1	0	-2.0	2	3	1	2
12	0	0	0	1	0	2	0	-1.8845419	0	2	0	0	111011	"1110115118"	0	0	1	0	0	0.8836532	2	3	0	0	1	0	-1.25	1	3	1	2
12	1	0	0	0	0	4	0	0.8836532	0	1	1	0	111011	"1110115120"	0	0	1	0	0	0.3300142	2	3	0	0	1	0	1.0	2	3	1	2
9	0	0	0	0	0	2	0	1.4372922	0	2	1	0	111011	"1110115123"	0	0	1	0	1	1.4372922	2	3	0	0	1	0	-1.25	2	3	1	2
10	0	0	0	0	0	2	1	0.14546786	0	3	0	0	111011	"1110115125"	0	0	1	0	0	0.14546786	2	3	0	0	1	0	-1.25	2	3	1	2
10	1	0	0	0	0	2	0	-0.8563414	0	2	0	0	111021	"1110214105"	0	0	1	0	0	-1.2162944	2	4	1	0	1	0	-0.625	1	2	1	3
10	0	0		0	0	1	1	-0.8563414	0	1	0	0	111021	"1110214109"	0	0	1	0	0	-0.8563414	2	4	1	0	1	0	-2.75	1	2	1	3
9	1	0	1	0	0	2	1	-0.67636496	0	1	0	0	111021	"1110214120"	0	0	1	0	0	-1.2162944	2	4	1	0	1	0	-0.875	3	2	1	3
10	1	0	0	0	0	2	0	-0.4963885	0	1	0	0	111021	"1110214122"	0	0	1	0	0	-1.7562238	2	4	1	0	1	0	-1.0	1	2	1	3
